성분명,성분코드,제품코드,제품명,업소명,공고일자,공고번호,약품상세정보,비고,급여여부
amitriptyline hydrochloride,107504ATB,657202640,에나폰정5밀리그램(아미트리프틸린염산염)_(5mg/1정),환인제약(주),2017-02-16,20170079,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
chlordiazepoxide hydrochloride,131201ATB,657200210,리버티정10밀리그램(클로르디아제폭시드염산염)_(10mg/1정),환인제약(주),2017-02-16,20170079,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,급여
chlordiazepoxide hydrochloride,131202ATB,657200200,리버티정5밀리그램(클로르디아제폭시드염산염)_(5mg/1정),환인제약(주),2017-02-16,20170079,"노인에서의 장기지속형 벤조다이아제핀 사용은 인지기능 저하, 섬망, 낙상, 골절 및 교통사고의 위험으로 사용을 추천하지 않으며, 단시간 작용 벤조다이아제핀 사용을 추천함",,급여
chlorpromazine hydrochloride,131901ATB,651900760,명인클로르프로마진염산염정100밀리그램(수출명:클로진정100mg)_(0.1g/1정),명인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
chlorpromazine hydrochloride,131901ATB,657200020,네오마찐정100밀리그램(클로르프로마진염산염)_(0.1g/1정),환인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
chlorpromazine hydrochloride,131905ATB,651900770,명인클로르프로마진염산염정200mg_(0.2g/1정),명인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
chlorpromazine hydrochloride,131908ATB,651900780,명인클로르프로마진염산염정50mg(수출명:클로진정50mg)_(50mg/1정),명인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
clomipramine hydrochloride,136301ACH,651900060,그로민캡슐10mg(클로미프라민염산염)_(10mg/1캡슐),명인제약(주),2017-02-16,20170079,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
clomipramine hydrochloride,136302ACH,651900070,그로민캡슐25mg(클로미프라민염산염)_(25mg/1캡슐),명인제약(주),2017-02-16,20170079,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
clomipramine hydrochloride,136302ACH,657201060,환인염산클로미프라민캡슐25밀리그램_(25mg/1캡슐),환인제약(주),2017-02-16,20170079,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
clozapine,137501ATB,657203420,클로자릴정100밀리그램(클로자핀)_(0.1g/1정),환인제약(주),2021-07-15,20210248,비정형 항정신병 약물을 복용하고 있는 치매 연관 정신질환 동반 고령 환자에서 이 약은 위약대비 사망 위험 증가.,,급여
clozapine,137501ATB,642706230,클자핀정100밀리그램(클로자핀)_(0.1g/1정),동화약품(주),2021-07-15,20210248,비정형 항정신병 약물을 복용하고 있는 치매 연관 정신질환 동반 고령 환자에서 이 약은 위약대비 사망 위험 증가.,,급여
hydroxyzine hydrochloride,172101ATB,644801160,아디팜정(히드록시진염산염)_(10mg/1정),태극제약(주),2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
imipramine hydrochloride,173701ATB,657201050,환인이미프라민염산염정25밀리그램_(25mg/1정),환인제약(주),2017-02-16,20170079,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
imipramine hydrochloride,173701ATB,651900750,명인이미프라민염산염정_(25mg/1정),명인제약(주),2017-02-16,20170079,"노인에서의 삼환계 항우울제 사용은 기립성 저혈압, 비틀거림, 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 사용을 추천하지 않으며, 반드시 필요한 경우에만 저용량으로 시작함. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 증가하므로 동시 사용을 추천하지 않음",,급여
levomepromazine maleate (as levomepromazine),183301ATB,651902180,티세르신정100밀리그램(레보메프로마진말레산염)_(0.1353g/1정),명인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
levomepromazine maleate (as levomepromazine),183302ATB,651902190,티세르신정25밀리그람(말레인산레보메프로마진)_(33.8mg/1정),명인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
levomepromazine maleate (as levomepromazine),183303ATB,651902200,티세르신정50밀리그램(레보메프로마진말레산염)_(67.7mg/1정),명인제약(주),2018-08-31,20180371,"노인에서의 정형 항정신병약물 사용은 추체외로 증상, 항콜린성 부작용 등이 나타나기 쉬우므로 사용을 추천하지 않으며, 비정형 항정신병약물 사용을 추천함",,급여
trihexyphenidyl hydrochloride,244201ATB,644802680,트리헥신정(트리헥시페니딜염산염)_(2mg/1정),태극제약(주),2020-09-24,20200423,항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음,,급여
hydroxyzine hydrochloride,172130ASY,645702771,두드리진시럽(히드록시진염산염)_(0.2g/100mL),삼아제약(주),2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
hydroxyzine hydrochloride,172130ASY,654100091,유시락스시럽(히드록시진염산염)_(0.2g/100mL),한국유씨비제약(주),2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
hydroxyzine hydrochloride,172130ASY,651602761,이치리진시럽(히드록시진염산염)_(0.2g/100mL),한화제약(주),2020-09-24,20200423,"항콜린 부작용(인지기능 저하, 섬망 악화, 구갈, 배뇨곤란, 변비 등)이 나타나기 쉬우므로 노인에서의 사용을 추천하지 않음. 항콜린성 작용이 있는 약제와의 병용으로 인해 항콜린 부작용이 증가하므로 동시 사용을 추천하지 않음",,급여
paliperidone palmitate (as paliperidone),586430BIJ,646901561,인베가서스티나주사39mg(팔리페리돈팔미테이트)_(39mg/0.25mL),(주)한국얀센,2021-07-15,20210248,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,급여
paliperidone palmitate (as paliperidone),586431BIJ,646901571,인베가서스티나주사78mg(팔리페리돈팔미테이트)_(78mg/0.5mL),(주)한국얀센,2021-07-15,20210248,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,급여
paliperidone palmitate (as paliperidone),586432BIJ,646901581,인베가서스티나주사117mg(팔리페리돈팔미테이트)_(0.117g/0.75mL),(주)한국얀센,2021-07-15,20210248,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,급여
paliperidone palmitate (as paliperidone),586433BIJ,646901591,인베가서스티나주사156mg(팔리페리돈팔미테이트)_(0.156g/1mL),(주)한국얀센,2021-07-15,20210248,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,급여
paliperidone palmitate (as paliperidone),586434BIJ,646901601,인베가서스티나주사234mg(팔리페리돈팔미테이트)_(0.234g/1.5mL),(주)한국얀센,2021-07-15,20210248,항정신병 약물을 투여 받은 치매 관련 정신병이 있는 고령자에서 사망률 증가.,,급여
clozapine,137504ATB,642706630,클자핀정200밀리그램(클로자핀)_(0.2g/1정),동화약품(주),2021-07-15,20210248,비정형 항정신병 약물을 복용하고 있는 치매 연관 정신질환 동반 고령 환자에서 이 약은 위약대비 사망 위험 증가.,,급여
clozapine,137503ATB,642706610,클자핀정50밀리그램(클로자핀)_(50mg/1정),동화약품(주),2021-07-15,20210248,비정형 항정신병 약물을 복용하고 있는 치매 연관 정신질환 동반 고령 환자에서 이 약은 위약대비 사망 위험 증가.,,급여
aripiprazole,451508ATB,651905220,레피졸정1밀리그램(아리피프라졸)_(1mg/1정),명인제약(주),2021-07-15,20210248,"항정신병약으로 치료받는 환자에서 잠재적으로 비가역적, 비자발적인, 이상운동 증후군이 발생할 수 있으며, 이 증후군은 고령자, 특히 여성 고령자에서 가장 많이 발생함. 비정형 정신병치료제를 복용하는 치매성 노인 정신질환 환자의 사망 위험성은 위약과 비교 시 증가. 이 약을 투여한 환자(평균연령:84세, 범위:78~88세)에서 사망례를 포함한 뇌혈관계 이상반응(예:뇌졸중, 일과성허혈발작)의 증가.",,급여
